state_ab,county,tvdma
UT,SEVIER,"Salt Lake City, UT - ID - WY DMA"
UT,SUMMIT,"Salt Lake City, UT - ID - WY DMA"
UT,TOOELE,"Salt Lake City, UT - ID - WY DMA"
UT,UINTAH,"Salt Lake City, UT - ID - WY DMA"
UT,UTAH,"Salt Lake City, UT - ID - WY DMA"
UT,WASATCH,"Salt Lake City, UT - ID - WY DMA"
UT,WASHINGTON,"Salt Lake City, UT - ID - WY DMA"
UT,WAYNE,"Salt Lake City, UT - ID - WY DMA"
UT,WEBER,"Salt Lake City, UT - ID - WY DMA"
VT,ADDISON,"Burlington, VT - Plattsburgh, NY DMA"
VT,BENNINGTON,"Albany - Schenectady - Troy, NY - MA - VT DMA"
VT,CALEDONIA,"Burlington, VT - Plattsburgh, NY DMA"
VT,CHITTENDEN,"Burlington, VT - Plattsburgh, NY DMA"
VT,ESSEX,"Burlington, VT - Plattsburgh, NY DMA"
VT,FRANKLIN,"Burlington, VT - Plattsburgh, NY DMA"
VT,GRAND ISLE,"Burlington, VT - Plattsburgh, NY DMA"
VT,LAMOILLE,"Burlington, VT - Plattsburgh, NY DMA"
VT,ORANGE,"Burlington, VT - Plattsburgh, NY DMA"
VT,ORLEANS,"Burlington, VT - Plattsburgh, NY DMA"
VT,RUTLAND,"Burlington, VT - Plattsburgh, NY DMA"
VT,WASHINGTON,"Burlington, VT - Plattsburgh, NY DMA"
VT,WINDHAM,"Boston, MA - NH DMA"
VT,WINDSOR,"Burlington, VT - Plattsburgh, NY DMA"
VA,ACCOMACK,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,ALBEMARLE,"Charlottesville, VA DMA"
VA,ALLEGHANY,"Roanoke - Lynchburg, VA - WV DMA"
VA,AMELIA,"Richmond - Petersburg, VA DMA"
VA,AMHERST,"Roanoke - Lynchburg, VA - WV DMA"
VA,APPOMATTOX,"Roanoke - Lynchburg, VA - WV DMA"
VA,ARLINGTON,"Washington, DC - MD - PA - VA - WV DMA"
VA,AUGUSTA,"Harrisonburg, VA - WV DMA"
VA,BATH,"Roanoke - Lynchburg, VA - WV DMA"
VA,BEDFORD,"Roanoke - Lynchburg, VA - WV DMA"
VA,BLAND,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
VA,BOTETOURT,"Roanoke - Lynchburg, VA - WV DMA"
VA,BRUNSWICK,"Richmond - Petersburg, VA DMA"
VA,BUCHANAN,"Tri - Cities, TN - VA - KY DMA"
VA,BUCKINGHAM,"Richmond - Petersburg, VA DMA"
VA,CAMPBELL,"Roanoke - Lynchburg, VA - WV DMA"
VA,CAROLINE,"Richmond - Petersburg, VA DMA"
VA,CARROLL,"Roanoke - Lynchburg, VA - WV DMA"
VA,CHARLES CITY,"Richmond - Petersburg, VA DMA"
VA,CHARLOTTE,"Roanoke - Lynchburg, VA - WV DMA"
VA,CHESTERFIELD,"Richmond - Petersburg, VA DMA"
VA,CLARKE,"Washington, DC - MD - PA - VA - WV DMA"
VA,CRAIG,"Roanoke - Lynchburg, VA - WV DMA"
VA,CULPEPER,"Washington, DC - MD - PA - VA - WV DMA"
VA,CUMBERLAND,"Richmond - Petersburg, VA DMA"
VA,DICKENSON,"Tri - Cities, TN - VA - KY DMA"
VA,DINWIDDIE,"Richmond - Petersburg, VA DMA"
VA,ESSEX,"Richmond - Petersburg, VA DMA"
VA,FAIRFAX,"Washington, DC - MD - PA - VA - WV DMA"
VA,FAUQUIER,"Washington, DC - MD - PA - VA - WV DMA"
VA,FLOYD,"Roanoke - Lynchburg, VA - WV DMA"
VA,FLUVANNA,"Richmond - Petersburg, VA DMA"
VA,FRANKLIN,"Roanoke - Lynchburg, VA - WV DMA"
VA,FREDERICK,"Washington, DC - MD - PA - VA - WV DMA"
VA,GILES,"Roanoke - Lynchburg, VA - WV DMA"
VA,GLOUCESTER,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,GOOCHLAND,"Richmond - Petersburg, VA DMA"
VA,GRAYSON,"Greensboro - H.Point - W.Salem, NC - VA DMA"
VA,GREENE,"Charlottesville, VA DMA"
VA,GREENSVILLE,"Richmond - Petersburg, VA DMA"
VA,HALIFAX,"Roanoke - Lynchburg, VA - WV DMA"
VA,HANOVER,"Richmond - Petersburg, VA DMA"
VA,HENRICO,"Richmond - Petersburg, VA DMA"
VA,HENRY,"Roanoke - Lynchburg, VA - WV DMA"
VA,HIGHLAND,"Roanoke - Lynchburg, VA - WV DMA"
VA,ISLE OF WIGHT,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,JAMES CITY,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,KING AND QUEEN,"Richmond - Petersburg, VA DMA"
VA,KING GEORGE,"Washington, DC - MD - PA - VA - WV DMA"
VA,KING WILLIAM,"Richmond - Petersburg, VA DMA"
VA,LANCASTER,"Richmond - Petersburg, VA DMA"
VA,LEE,"Tri - Cities, TN - VA - KY DMA"
VA,LOUDOUN,"Washington, DC - MD - PA - VA - WV DMA"
VA,LOUISA,"Richmond - Petersburg, VA DMA"
VA,LUNENBURG,"Richmond - Petersburg, VA DMA"
VA,MADISON,"Charlottesville, VA DMA"
VA,MATHEWS,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,MECKLENBURG,"Raleigh - Durham, NC - VA DMA"
VA,MIDDLESEX,"Richmond - Petersburg, VA DMA"
VA,MONTGOMERY,"Roanoke - Lynchburg, VA - WV DMA"
VA,NELSON,"Roanoke - Lynchburg, VA - WV DMA"
VA,NEW KENT,"Richmond - Petersburg, VA DMA"
VA,NORTHAMPTON,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,NORTHUMBERLAND,"Richmond - Petersburg, VA DMA"
VA,NOTTOWAY,"Richmond - Petersburg, VA DMA"
VA,ORANGE,"Richmond - Petersburg, VA DMA"
VA,PAGE,"Washington, DC - MD - PA - VA - WV DMA"
VA,PATRICK,"Greensboro - H.Point - W.Salem, NC - VA DMA"
VA,PITTSYLVANIA,"Roanoke - Lynchburg, VA - WV DMA"
VA,POWHATAN,"Richmond - Petersburg, VA DMA"
VA,PRINCE EDWARD,"Richmond - Petersburg, VA DMA"
VA,PRINCE GEORGE,"Richmond - Petersburg, VA DMA"
VA,PRINCE WILLIAM,"Washington, DC - MD - PA - VA - WV DMA"
VA,PULASKI,"Roanoke - Lynchburg, VA - WV DMA"
VA,RAPPAHANNOCK,"Washington, DC - MD - PA - VA - WV DMA"
VA,RICHMOND,"Richmond - Petersburg, VA DMA"
VA,ROANOKE,"Roanoke - Lynchburg, VA - WV DMA"
VA,ROCKBRIDGE,"Roanoke - Lynchburg, VA - WV DMA"
VA,ROCKINGHAM,"Harrisonburg, VA - WV DMA"
VA,RUSSELL,"Tri - Cities, TN - VA - KY DMA"
VA,SCOTT,"Tri - Cities, TN - VA - KY DMA"
VA,SHENANDOAH,"Washington, DC - MD - PA - VA - WV DMA"
VA,SMYTH,"Tri - Cities, TN - VA - KY DMA"
VA,SOUTHAMPTON,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,SPOTSYLVANIA,"Washington, DC - MD - PA - VA - WV DMA"
VA,STAFFORD,"Washington, DC - MD - PA - VA - WV DMA"
VA,SURRY,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,SUSSEX,"Richmond - Petersburg, VA DMA"
VA,TAZEWELL,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
VA,WARREN,"Washington, DC - MD - PA - VA - WV DMA"
VA,WASHINGTON,"Tri - Cities, TN - VA - KY DMA"
VA,WESTMORELAND,"Washington, DC - MD - PA - VA - WV DMA"
VA,WISE,"Tri - Cities, TN - VA - KY DMA"
VA,WYTHE,"Roanoke - Lynchburg, VA - WV DMA"
VA,YORK,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,ALEXANDRIA,"Washington, DC - MD - PA - VA - WV DMA"
VA,BEDFORD CITY,"Roanoke - Lynchburg, VA - WV DMA"
VA,BRISTOL,"Tri - Cities, TN - VA - KY DMA"
VA,BUENA VISTA,"Roanoke - Lynchburg, VA - WV DMA"
VA,CHARLOTTESVILLE,"Charlottesville, VA DMA"
VA,CHESAPEAKE,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,CLIFTON FORGE,"Roanoke - Lynchburg, VA - WV DMA"
VA,COLONIAL HEIGHTS,"Richmond - Petersburg, VA DMA"
VA,COVINGTON,"Roanoke - Lynchburg, VA - WV DMA"
VA,DANVILLE,"Roanoke - Lynchburg, VA - WV DMA"
VA,EMPORIA,"Richmond - Petersburg, VA DMA"
VA,FAIRFAX CITY,"Washington, DC - MD - PA - VA - WV DMA"
VA,FALLS CHURCH,"Washington, DC - MD - PA - VA - WV DMA"
VA,FRANKLIN CITY,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,FREDERICKSBURG,"Washington, DC - MD - PA - VA - WV DMA"
VA,GALAX,"Roanoke - Lynchburg, VA - WV DMA"
VA,HAMPTON,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,HARRISONBURG,"Harrisonburg, VA - WV DMA"
VA,HOPEWELL,"Richmond - Petersburg, VA DMA"
VA,LEXINGTON,"Roanoke - Lynchburg, VA - WV DMA"
VA,LYNCHBURG,"Roanoke - Lynchburg, VA - WV DMA"
VA,MANASSAS,"Washington, DC - MD - PA - VA - WV DMA"
VA,MANASSAS PARK,"Washington, DC - MD - PA - VA - WV DMA"
VA,MARTINSVILLE,"Roanoke - Lynchburg, VA - WV DMA"
VA,NEWPORT NEWS,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,NORFOLK,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,NORTON,"Tri - Cities, TN - VA - KY DMA"
VA,PETERSBURG,"Richmond - Petersburg, VA DMA"
VA,POQUOSON,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,PORTSMOUTH,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,RADFORD,"Roanoke - Lynchburg, VA - WV DMA"
VA,RICHMOND CITY,"Richmond - Petersburg, VA DMA"
VA,ROANOKE CITY,"Roanoke - Lynchburg, VA - WV DMA"
VA,SALEM,"Roanoke - Lynchburg, VA - WV DMA"
VA,SOUTH BOSTON,"Roanoke - Lynchburg, VA - WV DMA"
VA,STAUNTON,"Richmond - Petersburg, VA DMA"
VA,SUFFOLK,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,VIRGINIA BEACH,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,WAYNESBORO,"Richmond - Petersburg, VA DMA"
VA,WILLIAMSBURG,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
VA,WINCHESTER,"Washington, DC - MD - PA - VA - WV DMA"
WA,CLARK,"Portland, OR - WA DMA"
WA,COWLITZ,"Portland, OR - WA DMA"
WA,KLICKITAT,"Portland, OR - WA DMA"
WA,SKAMANIA,"Portland, OR - WA DMA"
WA,WAHKIAKUM,"Portland, OR - WA DMA"
WA,CHELAN,"Seattle - Tacoma, WA DMA"
WA,CLALLAM,"Seattle - Tacoma, WA DMA"
WA,DOUGLAS,"Seattle - Tacoma, WA DMA"
WA,GRAYS HARBOR,"Seattle - Tacoma, WA DMA"
WA,ISLAND,"Seattle - Tacoma, WA DMA"
WA,JEFFERSON,"Seattle - Tacoma, WA DMA"
WA,KING,"Seattle - Tacoma, WA DMA"
WA,KITSAP,"Seattle - Tacoma, WA DMA"
WA,LEWIS,"Seattle - Tacoma, WA DMA"
WA,MASON,"Seattle - Tacoma, WA DMA"
WA,PACIFIC,"Seattle - Tacoma, WA DMA"
WA,PIERCE,"Seattle - Tacoma, WA DMA"
WA,SAN JUAN,"Seattle - Tacoma, WA DMA"
WA,SKAGIT,"Seattle - Tacoma, WA DMA"
WA,SNOHOMISH,"Seattle - Tacoma, WA DMA"
WA,THURSTON,"Seattle - Tacoma, WA DMA"
WA,WHATCOM,"Seattle - Tacoma, WA DMA"
WA,FERRY,"Spokane, WA - ID - MT - OR DMA"
WA,LINCOLN,"Spokane, WA - ID - MT - OR DMA"
WA,OKANOGAN,"Spokane, WA - ID - MT - OR DMA"
WA,PEND OREILLE,"Spokane, WA - ID - MT - OR DMA"
WA,SPOKANE,"Spokane, WA - ID - MT - OR DMA"
WA,STEVENS,"Spokane, WA - ID - MT - OR DMA"
WA,ADAMS,"Spokane, WA - ID - MT - OR DMA"
WA,ASOTIN,"Spokane, WA - ID - MT - OR DMA"
WA,BENTON,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
WA,COLUMBIA,"Spokane, WA - ID - MT - OR DMA"
WA,FRANKLIN,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
WA,GARFIELD,"Spokane, WA - ID - MT - OR DMA"
WA,GRANT,"Spokane, WA - ID - MT - OR DMA"
WA,KITTITAS,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
WA,WALLA WALLA,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
WA,WHITMAN,"Spokane, WA - ID - MT - OR DMA"
WA,YAKIMA,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
WV,BARBOUR,"Clarksburg - Weston, WV DMA"
WV,BERKELEY,"Washington, DC - MD - PA - VA - WV DMA"
WV,BOONE,"Charleston - Huntington, WV - KY - OH DMA"
WV,BRAXTON,"Charleston - Huntington, WV - KY - OH DMA"
WV,BROOKE,"Wheeling - Steubenville, WV - OH DMA"
WV,CABELL,"Charleston - Huntington, WV - KY - OH DMA"
WV,CALHOUN,"Charleston - Huntington, WV - KY - OH DMA"
WV,CLAY,"Charleston - Huntington, WV - KY - OH DMA"
WV,DODDRIDGE,"Clarksburg - Weston, WV DMA"
WV,FAYETTE,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,GILMER,"Clarksburg - Weston, WV DMA"
WV,GRANT,"Washington, DC - MD - PA - VA - WV DMA"
WV,GREENBRIER,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,HAMPSHIRE,"Washington, DC - MD - PA - VA - WV DMA"
WV,HANCOCK,"Wheeling - Steubenville, WV - OH DMA"
WV,HARDY,"Washington, DC - MD - PA - VA - WV DMA"
WV,HARRISON,"Clarksburg - Weston, WV DMA"
WV,JACKSON,"Charleston - Huntington, WV - KY - OH DMA"
WV,JEFFERSON,"Washington, DC - MD - PA - VA - WV DMA"
WV,KANAWHA,"Charleston - Huntington, WV - KY - OH DMA"
WV,LEWIS,"Clarksburg - Weston, WV DMA"
WV,LINCOLN,"Charleston - Huntington, WV - KY - OH DMA"
WV,LOGAN,"Charleston - Huntington, WV - KY - OH DMA"
WV,MCDOWELL,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,MARION,"Clarksburg - Weston, WV DMA"
WV,MARSHALL,"Wheeling - Steubenville, WV - OH DMA"
WV,MASON,"Charleston - Huntington, WV - KY - OH DMA"
WV,MERCER,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,MINERAL,"Washington, DC - MD - PA - VA - WV DMA"
WV,MINGO,"Charleston - Huntington, WV - KY - OH DMA"
WV,MONONGALIA,"Pittsburgh, PA - MD- WV DMA"
WV,MONROE,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,MORGAN,"Washington, DC - MD - PA - VA - WV DMA"
WV,NICHOLAS,"Charleston - Huntington, WV - KY - OH DMA"
WV,OHIO,"Wheeling - Steubenville, WV - OH DMA"
WV,PENDLETON,"Harrisonburg, VA - WV DMA"
WV,PLEASANTS,"Parkersburg, WV - OH DMA"
WV,POCAHONTAS,"Roanoke - Lynchburg, VA - WV DMA"
WV,PRESTON,"Pittsburgh, PA - MD- WV DMA"
WV,PUTNAM,"Charleston - Huntington, WV - KY - OH DMA"
WV,RALEIGH,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,RANDOLPH,"Clarksburg - Weston, WV DMA"
WV,RITCHIE,"Clarksburg - Weston, WV DMA"
WV,ROANE,"Charleston - Huntington, WV - KY - OH DMA"
WV,SUMMERS,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WV,TAYLOR,"Clarksburg - Weston, WV DMA"
WV,TUCKER,"Clarksburg - Weston, WV DMA"
WV,TYLER,"Wheeling - Steubenville, WV - OH DMA"
WV,UPSHUR,"Clarksburg - Weston, WV DMA"
WV,WAYNE,"Charleston - Huntington, WV - KY - OH DMA"
WV,WEBSTER,"Clarksburg - Weston, WV DMA"
WV,WETZEL,"Wheeling - Steubenville, WV - OH DMA"
WV,WIRT,"Charleston - Huntington, WV - KY - OH DMA"
WV,WOOD,"Parkersburg, WV - OH DMA"
WV,WYOMING,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
WI,ADAMS,"Wausau - Rhinelander, WI DMA"
WI,ASHLAND,"Duluth - Superior, MN - MI - WI DMA"
WI,BARRON,"Minneapolis - St. Paul, MN - WI DMA"
WI,BAYFIELD,"Duluth - Superior, MN - MI - WI DMA"
WI,BROWN,"Green Bay - Appleton, WI - MI DMA"
WI,BUFFALO,"LaCrosse - Eau Claire, WI - MN DMA"
WI,BURNETT,"Minneapolis - St. Paul, MN - WI DMA"
WI,CALUMET,"Green Bay - Appleton, WI - MI DMA"
WI,CHIPPEWA,"LaCrosse - Eau Claire, WI - MN DMA"
WI,CLARK,"LaCrosse - Eau Claire, WI - MN DMA"
WI,COLUMBIA,"Madison, WI DMA"
WI,CRAWFORD,"LaCrosse - Eau Claire, WI - MN DMA"
WI,DANE,"Madison, WI DMA"
WI,DODGE,"Milwaukee, WI DMA"
WI,DOOR,"Green Bay - Appleton, WI - MI DMA"
WI,DOUGLAS,"Duluth - Superior, MN - MI - WI DMA"
WI,DUNN,"Minneapolis - St. Paul, MN - WI DMA"
WI,EAU CLAIRE,"LaCrosse - Eau Claire, WI - MN DMA"
WI,FLORENCE,"Marquette, MI DMA"
WI,FOND DU LAC,"Green Bay - Appleton, WI - MI DMA"
WI,FOREST,"Wausau - Rhinelander, WI DMA"
WI,GRANT,"Madison, WI DMA"
WI,GREEN,"Madison, WI DMA"
WI,GREEN LAKE,"Green Bay - Appleton, WI - MI DMA"
WI,IOWA,"Madison, WI DMA"
WI,IRON,"Duluth - Superior, MN - MI - WI DMA"
WI,JACKSON,"LaCrosse - Eau Claire, WI - MN DMA"
WI,JEFFERSON,"Milwaukee, WI DMA"
WI,JUNEAU,"Madison, WI DMA"
WI,KENOSHA,"Milwaukee, WI DMA"
WI,KEWAUNEE,"Green Bay - Appleton, WI - MI DMA"
WI,LA CROSSE,"LaCrosse - Eau Claire, WI - MN DMA"
WI,LAFAYETTE,"Madison, WI DMA"
WI,LANGLADE,"Wausau - Rhinelander, WI DMA"
WI,LINCOLN,"Wausau - Rhinelander, WI DMA"
WI,MANITOWOC,"Green Bay - Appleton, WI - MI DMA"
WI,MARATHON,"Wausau - Rhinelander, WI DMA"
WI,MARINETTE,"Green Bay - Appleton, WI - MI DMA"
WI,MARQUETTE,"Madison, WI DMA"
WI,MENOMINEE,"Green Bay - Appleton, WI - MI DMA"
WI,MILWAUKEE,"Milwaukee, WI DMA"
WI,MONROE,"LaCrosse - Eau Claire, WI - MN DMA"
WI,OCONTO,"Green Bay - Appleton, WI - MI DMA"
WI,ONEIDA,"Wausau - Rhinelander, WI DMA"
WI,OUTAGAMIE,"Green Bay - Appleton, WI - MI DMA"
WI,OZAUKEE,"Milwaukee, WI DMA"
WI,PEPIN,"Minneapolis - St. Paul, MN - WI DMA"
WI,PIERCE,"Minneapolis - St. Paul, MN - WI DMA"
WI,POLK,"Minneapolis - St. Paul, MN - WI DMA"
WI,PORTAGE,"Wausau - Rhinelander, WI DMA"
WI,PRICE,"Wausau - Rhinelander, WI DMA"
WI,RACINE,"Milwaukee, WI DMA"
WI,RICHLAND,"Madison, WI DMA"
WI,ROCK,"Madison, WI DMA"
WI,RUSK,"LaCrosse - Eau Claire, WI - MN DMA"
WI,ST CROIX,"Minneapolis - St. Paul, MN - WI DMA"
WI,SAUK,"Madison, WI DMA"
WI,SAWYER,"Duluth - Superior, MN - MI - WI DMA"
WI,SHAWANO,"Green Bay - Appleton, WI - MI DMA"
WI,SHEBOYGAN,"Milwaukee, WI DMA"
WI,TAYLOR,"Wausau - Rhinelander, WI DMA"
WI,TREMPEALEAU,"LaCrosse - Eau Claire, WI - MN DMA"
WI,VERNON,"LaCrosse - Eau Claire, WI - MN DMA"
WI,VILAS,"Wausau - Rhinelander, WI DMA"
WI,WALWORTH,"Milwaukee, WI DMA"
WI,WASHBURN,"Duluth - Superior, MN - MI - WI DMA"
WI,WASHINGTON,"Milwaukee, WI DMA"
WI,WAUKESHA,"Milwaukee, WI DMA"
WI,WAUPACA,"Green Bay - Appleton, WI - MI DMA"
WI,WAUSHARA,"Green Bay - Appleton, WI - MI DMA"
WI,WINNEBAGO,"Green Bay - Appleton, WI - MI DMA"
WI,WOOD,"Wausau - Rhinelander, WI DMA"
WY,ALBANY,"Denver, CO - NE - NV - WY DMA"
WY,BIG HORN,"Billings, MT - ID DMA"
WY,CAMPBELL,"Denver, CO - NE - NV - WY DMA"
WY,CARBON,"Denver, CO - NE - NV - WY DMA"
WY,CONVERSE,"Casper - Riverton, WY DMA"
WY,CROOK,"Rapid City, SD - MT - NE - WY DMA"
WY,FREMONT,"Casper - Riverton, WY DMA"
WY,GOSHEN,"Cheyenne - Scottsbluff - Sterling, WY - NE DMA"
WY,HOT SPRINGS,"Casper - Riverton, WY DMA"
WY,JOHNSON,"Casper - Riverton, WY DMA"
WY,LARAMIE,"Cheyenne - Scottsbluff - Sterling, WY - NE DMA"
WY,LINCOLN,"Idaho Falls - Pocatello, ID - WY DMA"
WY,NATRONA,"Casper - Riverton, WY DMA"
WY,NIOBRARA,"Denver, CO - NE - NV - WY DMA"
WY,PARK,"Billings, MT - ID DMA"
WY,PLATTE,"Denver, CO - NE - NV - WY DMA"
WY,SHERIDAN,"Rapid City, SD - MT - NE - WY DMA"
WY,SUBLETTE,"Salt Lake City, UT - ID - WY DMA"
WY,SWEETWATER,"Salt Lake City, UT - ID - WY DMA"
WY,TETON,"Idaho Falls - Pocatello, ID - WY DMA"
WY,UINTA,"Salt Lake City, UT - ID - WY DMA"
WY,WASHAKIE,"Casper - Riverton, WY DMA"
WY,WESTON,"Rapid City, SD - MT - NE - WY DMA"
