state_ab,county,tvdma
KS,MONTGOMERY,"Tulsa, OK - KS DMA"
KS,MORRIS,"Topeka, KS DMA"
KS,MORTON,"Amarillo, TX -NM - OK DMA"
KS,NEMAHA,"Topeka, KS DMA"
KS,NEOSHO,"Joplin - Pittsburg, MO - KS - OK DMA"
KS,NESS,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,NORTON,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,OSAGE,"Topeka, KS DMA"
KS,OSBORNE,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,OTTAWA,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,PAWNEE,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,PHILLIPS,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
KS,POTTAWATOMIE,"Topeka, KS DMA"
KS,PRATT,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,RAWLINS,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,RENO,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,REPUBLIC,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
KS,RICE,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,RILEY,"Topeka, KS DMA"
KS,ROOKS,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,RUSH,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,RUSSELL,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SALINE,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SCOTT,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SEDGWICK,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SEWARD,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SHAWNEE,"Topeka, KS DMA"
KS,SHERIDAN,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SHERMAN,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SMITH,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
KS,STAFFORD,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,STANTON,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,STEVENS,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,SUMNER,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,THOMAS,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,TREGO,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,WABAUNSEE,"Topeka, KS DMA"
KS,WALLACE,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,WASHINGTON,"Topeka, KS DMA"
KS,WICHITA,"Wichita - Hutchinson Plus, KS - NE DMA"
KS,WILSON,"Joplin - Pittsburg, MO - KS - OK DMA"
KS,WOODSON,"Joplin - Pittsburg, MO - KS - OK DMA"
KS,WYANDOTTE,"Kansas City, MO - KS DMA"
KY,ADAIR,"Bowling Green, KY DMA"
KY,ALLEN,"Nashville, TN - KY DMA"
KY,ANDERSON,"Lexington, KY DMA"
KY,BALLARD,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,BARREN,"Bowling Green, KY DMA"
KY,BATH,"Lexington, KY DMA"
KY,BELL,"Knoxville, TN - KY DMA"
KY,BOONE,"Cincinnati, OH -IN - KY DMA"
KY,BOURBON,"Lexington, KY DMA"
KY,BOYD,"Charleston - Huntington, WV - KY - OH DMA"
KY,BOYLE,"Lexington, KY DMA"
KY,BRACKEN,"Cincinnati, OH -IN - KY DMA"
KY,BREATHITT,"Lexington, KY DMA"
KY,BRECKINRIDGE,"Louisville, KY - IN DMA"
KY,BULLITT,"Louisville, KY - IN DMA"
KY,BUTLER,"Bowling Green, KY DMA"
KY,CALDWELL,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,CALLOWAY,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,CAMPBELL,"Cincinnati, OH -IN - KY DMA"
KY,CARLISLE,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,CARROLL,"Louisville, KY - IN DMA"
KY,CARTER,"Charleston - Huntington, WV - KY - OH DMA"
KY,CASEY,"Lexington, KY DMA"
KY,CHRISTIAN,"Nashville, TN - KY DMA"
KY,CLARK,"Lexington, KY DMA"
KY,CLAY,"Lexington, KY DMA"
KY,CLINTON,"Nashville, TN - KY DMA"
KY,CRITTENDEN,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,CUMBERLAND,"Bowling Green, KY DMA"
KY,DAVIESS,"Evansville, IN - IL - KY DMA"
KY,EDMONSON,"Bowling Green, KY DMA"
KY,ELLIOTT,"Charleston - Huntington, WV - KY - OH DMA"
KY,ESTILL,"Lexington, KY DMA"
KY,FAYETTE,"Lexington, KY DMA"
KY,FLEMING,"Lexington, KY DMA"
KY,FLOYD,"Charleston - Huntington, WV - KY - OH DMA"
KY,FRANKLIN,"Lexington, KY DMA"
KY,FULTON,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,GALLATIN,"Cincinnati, OH -IN - KY DMA"
KY,GARRARD,"Lexington, KY DMA"
KY,GRANT,"Cincinnati, OH -IN - KY DMA"
KY,GRAVES,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,GRAYSON,"Louisville, KY - IN DMA"
KY,GREEN,"Louisville, KY - IN DMA"
KY,GREENUP,"Charleston - Huntington, WV - KY - OH DMA"
KY,HANCOCK,"Evansville, IN - IL - KY DMA"
KY,HARDIN,"Louisville, KY - IN DMA"
KY,HARLAN,"Knoxville, TN - KY DMA"
KY,HARRISON,"Lexington, KY DMA"
KY,HART,"Bowling Green, KY DMA"
KY,HENDERSON,"Evansville, IN - IL - KY DMA"
KY,HENRY,"Louisville, KY - IN DMA"
KY,HICKMAN,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,HOPKINS,"Evansville, IN - IL - KY DMA"
KY,JACKSON,"Lexington, KY DMA"
KY,JEFFERSON,"Louisville, KY - IN DMA"
KY,JESSAMINE,"Lexington, KY DMA"
KY,JOHNSON,"Charleston - Huntington, WV - KY - OH DMA"
KY,KENTON,"Cincinnati, OH -IN - KY DMA"
KY,KNOTT,"Lexington, KY DMA"
KY,KNOX,"Lexington, KY DMA"
KY,LARUE,"Louisville, KY - IN DMA"
KY,LAUREL,"Lexington, KY DMA"
KY,LAWRENCE,"Charleston - Huntington, WV - KY - OH DMA"
KY,LEE,"Lexington, KY DMA"
KY,LESLIE,"Tri - Cities, TN - VA - KY DMA"
KY,LETCHER,"Tri - Cities, TN - VA - KY DMA"
KY,LEWIS,"Charleston - Huntington, WV - KY - OH DMA"
KY,LINCOLN,"Lexington, KY DMA"
KY,LIVINGSTON,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,LOGAN,"Nashville, TN - KY DMA"
KY,LYON,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,MCCRACKEN,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,MCCREARY,"Knoxville, TN - KY DMA"
KY,MCLEAN,"Evansville, IN - IL - KY DMA"
KY,MADISON,"Lexington, KY DMA"
KY,MAGOFFIN,"Charleston - Huntington, WV - KY - OH DMA"
KY,MARION,"Louisville, KY - IN DMA"
KY,MARSHALL,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
KY,MARTIN,"Charleston - Huntington, WV - KY - OH DMA"
KY,MASON,"Cincinnati, OH -IN - KY DMA"
KY,MEADE,"Louisville, KY - IN DMA"
KY,MENIFEE,"Lexington, KY DMA"
KY,MERCER,"Lexington, KY DMA"
KY,METCALFE,"Bowling Green, KY DMA"
KY,MONROE,"Nashville, TN - KY DMA"
KY,MONTGOMERY,"Lexington, KY DMA"
KY,MORGAN,"Lexington, KY DMA"
KY,MUHLENBERG,"Evansville, IN - IL - KY DMA"
KY,NELSON,"Louisville, KY - IN DMA"
KY,NICHOLAS,"Lexington, KY DMA"
KY,OHIO,"Evansville, IN - IL - KY DMA"
KY,OLDHAM,"Louisville, KY - IN DMA"
KY,OWEN,"Cincinnati, OH -IN - KY DMA"
KY,OWSLEY,"Lexington, KY DMA"
KY,PENDLETON,"Cincinnati, OH -IN - KY DMA"
KY,PERRY,"Lexington, KY DMA"
KY,PIKE,"Charleston - Huntington, WV - KY - OH DMA"
KY,POWELL,"Lexington, KY DMA"
KY,PULASKI,"Lexington, KY DMA"
KY,ROBERTSON,"Cincinnati, OH -IN - KY DMA"
KY,ROCKCASTLE,"Lexington, KY DMA"
KY,ROWAN,"Lexington, KY DMA"
KY,RUSSELL,"Lexington, KY DMA"
KY,SCOTT,"Lexington, KY DMA"
KY,SHELBY,"Louisville, KY - IN DMA"
KY,SIMPSON,"Nashville, TN - KY DMA"
KY,SPENCER,"Louisville, KY - IN DMA"
KY,TAYLOR,"Louisville, KY - IN DMA"
KY,TODD,"Nashville, TN - KY DMA"
KY,TRIGG,"Nashville, TN - KY DMA"
KY,TRIMBLE,"Louisville, KY - IN DMA"
KY,UNION,"Evansville, IN - IL - KY DMA"
KY,WARREN,"Bowling Green, KY DMA"
KY,WASHINGTON,"Louisville, KY - IN DMA"
KY,WAYNE,"Lexington, KY DMA"
KY,WEBSTER,"Evansville, IN - IL - KY DMA"
KY,WHITLEY,"Lexington, KY DMA"
KY,WOLFE,"Lexington, KY DMA"
KY,WOODFORD,"Lexington, KY DMA"
LA,ACADIA,"Lafayette, LA DMA"
LA,ALLEN,"Lake Charles, LA DMA"
LA,ASCENSION,"Baton Rouge, LA - MS DMA"
LA,ASSUMPTION,"Baton Rouge, LA - MS DMA"
LA,AVOYELLES,"Alexandria, LA DMA"
LA,BEAUREGARD,"Lake Charles, LA DMA"
LA,BIENVILLE,"Shreveport, LA - AR - OK - TX DMA"
LA,BOSSIER,"Shreveport, LA - AR - OK - TX DMA"
LA,CADDO,"Shreveport, LA - AR - OK - TX DMA"
LA,CALCASIEU,"Lake Charles, LA DMA"
LA,CALDWELL,"Monroe - El Dorado, LA - AR DMA"
LA,CAMERON,"Lake Charles, LA DMA"
LA,CATAHOULA,"Monroe - El Dorado, LA - AR DMA"
LA,CLAIBORNE,"Shreveport, LA - AR - OK - TX DMA"
LA,CONCORDIA,"Monroe - El Dorado, LA - AR DMA"
LA,DE SOTO,"Shreveport, LA - AR - OK - TX DMA"
LA,EAST BATON ROUGE,"Baton Rouge, LA - MS DMA"
LA,EAST CARROLL,"Monroe - El Dorado, LA - AR DMA"
LA,EAST FELICIANA,"Baton Rouge, LA - MS DMA"
LA,EVANGELINE,"Lafayette, LA DMA"
LA,FRANKLIN,"Monroe - El Dorado, LA - AR DMA"
LA,GRANT,"Alexandria, LA DMA"
LA,IBERIA,"Lafayette, LA DMA"
LA,IBERVILLE,"Baton Rouge, LA - MS DMA"
LA,JACKSON,"Monroe - El Dorado, LA - AR DMA"
LA,JEFFERSON,"New Orleans, LA - MS DMA"
LA,JEFFERSON DAVIS,"Lafayette, LA DMA"
LA,LAFAYETTE,"Lafayette, LA DMA"
LA,LAFOURCHE,"New Orleans, LA - MS DMA"
LA,LA SALLE,"Monroe - El Dorado, LA - AR DMA"
LA,LINCOLN,"Monroe - El Dorado, LA - AR DMA"
LA,LIVINGSTON,"Baton Rouge, LA - MS DMA"
LA,MADISON,"Monroe - El Dorado, LA - AR DMA"
LA,MOREHOUSE,"Monroe - El Dorado, LA - AR DMA"
LA,NATCHITOCHES,"Shreveport, LA - AR - OK - TX DMA"
LA,ORLEANS,"New Orleans, LA - MS DMA"
LA,OUACHITA,"Monroe - El Dorado, LA - AR DMA"
LA,PLAQUEMINES,"New Orleans, LA - MS DMA"
LA,POINTE COUPEE,"Baton Rouge, LA - MS DMA"
LA,RAPIDES,"Alexandria, LA DMA"
LA,RED RIVER,"Shreveport, LA - AR - OK - TX DMA"
LA,RICHLAND,"Monroe - El Dorado, LA - AR DMA"
LA,SABINE,"Shreveport, LA - AR - OK - TX DMA"
LA,ST BERNARD,"New Orleans, LA - MS DMA"
LA,ST CHARLES,"New Orleans, LA - MS DMA"
LA,ST HELENA,"Baton Rouge, LA - MS DMA"
LA,ST JAMES,"New Orleans, LA - MS DMA"
LA,ST JOHN THE BAP,"New Orleans, LA - MS DMA"
LA,ST LANDRY,"Lafayette, LA DMA"
LA,ST MARTIN,"Lafayette, LA DMA"
LA,ST MARY,"Baton Rouge, LA - MS DMA"
LA,ST TAMMANY,"New Orleans, LA - MS DMA"
LA,TANGIPAHOA,"New Orleans, LA - MS DMA"
LA,TENSAS,"Monroe - El Dorado, LA - AR DMA"
LA,TERREBONNE,"New Orleans, LA - MS DMA"
LA,UNION,"Monroe - El Dorado, LA - AR DMA"
LA,VERMILION,"Lafayette, LA DMA"
LA,VERNON,"Alexandria, LA DMA"
LA,WASHINGTON,"New Orleans, LA - MS DMA"
LA,WEBSTER,"Shreveport, LA - AR - OK - TX DMA"
LA,WEST BATON ROUGE,"Baton Rouge, LA - MS DMA"
LA,WEST CARROLL,"Monroe - El Dorado, LA - AR DMA"
LA,WEST FELICIANA,"Baton Rouge, LA - MS DMA"
LA,WINN,"Monroe - El Dorado, LA - AR DMA"
ME,ANDROSCOGGIN,"Portland - Auburn, ME - NH - VT DMA"
ME,AROOSTOOK,"Presque Isle, ME DMA"
ME,CUMBERLAND,"Portland - Auburn, ME - NH - VT DMA"
ME,FRANKLIN,"Portland - Auburn, ME - NH - VT DMA"
ME,HANCOCK,"Bangor, ME DMA"
ME,KENNEBEC,"Portland - Auburn, ME - NH - VT DMA"
ME,KNOX,"Portland - Auburn, ME - NH - VT DMA"
ME,LINCOLN,"Portland - Auburn, ME - NH - VT DMA"
ME,OXFORD,"Portland - Auburn, ME - NH - VT DMA"
ME,PENOBSCOT,"Bangor, ME DMA"
ME,PISCATAQUIS,"Bangor, ME DMA"
ME,SAGADAHOC,"Portland - Auburn, ME - NH - VT DMA"
ME,SOMERSET,"Bangor, ME DMA"
ME,WALDO,"Bangor, ME DMA"
ME,WASHINGTON,"Bangor, ME DMA"
ME,YORK,"Portland - Auburn, ME - NH - VT DMA"
MD,ALLEGANY,"Washington, DC - MD - PA - VA - WV DMA"
MD,ANNE ARUNDEL,"Baltimore, MD DMA"
MD,BALTIMORE,"Baltimore, MD DMA"
MD,CALVERT,"Washington, DC - MD - PA - VA - WV DMA"
MD,CAROLINE,"Baltimore, MD DMA"
MD,CARROLL,"Baltimore, MD DMA"
MD,CECIL,"Baltimore, MD DMA"
MD,CHARLES,"Washington, DC - MD - PA - VA - WV DMA"
MD,DORCHESTER,"Baltimore, MD DMA"
MD,FREDERICK,"Washington, DC - MD - PA - VA - WV DMA"
MD,GARRETT,"Pittsburgh, PA - MD- WV DMA"
MD,HARFORD,"Baltimore, MD DMA"
MD,HOWARD,"Baltimore, MD DMA"
MD,KENT,"Baltimore, MD DMA"
MD,MONTGOMERY,"Washington, DC - MD - PA - VA - WV DMA"
MD,PRINCE GEORGES,"Washington, DC - MD - PA - VA - WV DMA"
MD,QUEEN ANNES,"Baltimore, MD DMA"
MD,ST MARYS,"Washington, DC - MD - PA - VA - WV DMA"
MD,SOMERSET,"Salisbury, MD - DE DMA"
MD,TALBOT,"Baltimore, MD DMA"
MD,WASHINGTON,"Washington, DC - MD - PA - VA - WV DMA"
MD,WICOMICO,"Salisbury, MD - DE DMA"
MD,WORCESTER,"Salisbury, MD - DE DMA"
MD,BALTIMORE CITY,"Baltimore, MD DMA"
MA,BARNSTABLE,"Boston, MA - NH DMA"
MA,BERKSHIRE,"Albany - Schenectady - Troy, NY - MA - VT DMA"
MA,BRISTOL,"Providence, RI - New Bedford, MA DMA"
MA,DUKES,"Boston, MA - NH DMA"
MA,ESSEX,"Boston, MA - NH DMA"
MA,FRANKLIN,"Springfield - Holyoke, MA DMA"
MA,HAMPDEN,"Springfield - Holyoke, MA DMA"
MA,HAMPSHIRE,"Springfield - Holyoke, MA DMA"
MA,MIDDLESEX,"Boston, MA - NH DMA"
MA,NANTUCKET,"Boston, MA - NH DMA"
MA,NORFOLK,"Boston, MA - NH DMA"
MA,PLYMOUTH,"Boston, MA - NH DMA"
MA,SUFFOLK,"Boston, MA - NH DMA"
MA,WORCESTER,"Boston, MA - NH DMA"
MI,ALCONA,"Alpena, MI DMA"
MI,ALGER,"Marquette, MI DMA"
MI,ALLEGAN,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,ALPENA,"Alpena, MI DMA"
MI,ANTRIM,"Traverse City - Cadillac, MI DMA"
MI,ARENAC,"Flint - Saginaw - Bay City, MI DMA"
MI,BARAGA,"Marquette, MI DMA"
MI,BARRY,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,BAY,"Flint - Saginaw - Bay City, MI DMA"
MI,BENZIE,"Traverse City - Cadillac, MI DMA"
MI,BERRIEN,"South Bend - Elkhart, IN - MI DMA"
MI,BRANCH,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,CALHOUN,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,CASS,"South Bend - Elkhart, IN - MI DMA"
MI,CHARLEVOIX,"Traverse City - Cadillac, MI DMA"
MI,CHEBOYGAN,"Traverse City - Cadillac, MI DMA"
MI,CHIPPEWA,"Traverse City - Cadillac, MI DMA"
MI,CLARE,"Traverse City - Cadillac, MI DMA"
MI,CLINTON,"Lansing, MI DMA"
MI,CRAWFORD,"Traverse City - Cadillac, MI DMA"
MI,DELTA,"Marquette, MI DMA"
MI,DICKINSON,"Marquette, MI DMA"
MI,EATON,"Lansing, MI DMA"
MI,EMMET,"Traverse City - Cadillac, MI DMA"
MI,GENESEE,"Flint - Saginaw - Bay City, MI DMA"
MI,GLADWIN,"Flint - Saginaw - Bay City, MI DMA"
MI,GOGEBIC,"Duluth - Superior, MN - MI - WI DMA"
MI,GRAND TRAVERSE,"Traverse City - Cadillac, MI DMA"
MI,GRATIOT,"Flint - Saginaw - Bay City, MI DMA"
MI,HILLSDALE,"Lansing, MI DMA"
MI,HOUGHTON,"Marquette, MI DMA"
MI,HURON,"Flint - Saginaw - Bay City, MI DMA"
MI,INGHAM,"Lansing, MI DMA"
MI,IONIA,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,IOSCO,"Flint - Saginaw - Bay City, MI DMA"
MI,IRON,"Marquette, MI DMA"
MI,ISABELLA,"Flint - Saginaw - Bay City, MI DMA"
MI,JACKSON,"Lansing, MI DMA"
MI,KALAMAZOO,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,KALKASKA,"Traverse City - Cadillac, MI DMA"
MI,KENT,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,KEWEENAW,"Marquette, MI DMA"
MI,LAKE,"Traverse City - Cadillac, MI DMA"
MI,LAPEER,"Detroit, MI DMA"
MI,LEELANAU,"Traverse City - Cadillac, MI DMA"
MI,LENAWEE,"Toledo, OH - MI DMA"
MI,LIVINGSTON,"Detroit, MI DMA"
MI,LUCE,"Traverse City - Cadillac, MI DMA"
MI,MACKINAC,"Traverse City - Cadillac, MI DMA"
MI,MACOMB,"Detroit, MI DMA"
MI,MANISTEE,"Traverse City - Cadillac, MI DMA"
MI,MARQUETTE,"Marquette, MI DMA"
MI,MASON,"Traverse City - Cadillac, MI DMA"
MI,MECOSTA,"Traverse City - Cadillac, MI DMA"
MI,MENOMINEE,"Green Bay - Appleton, WI - MI DMA"
MI,MIDLAND,"Flint - Saginaw - Bay City, MI DMA"
MI,MISSAUKEE,"Traverse City - Cadillac, MI DMA"
MI,MONROE,"Detroit, MI DMA"
MI,MONTCALM,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,MONTMORENCY,"Traverse City - Cadillac, MI DMA"
MI,MUSKEGON,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,NEWAYGO,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,OAKLAND,"Detroit, MI DMA"
MI,OCEANA,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,OGEMAW,"Flint - Saginaw - Bay City, MI DMA"
MI,ONTONAGON,"Marquette, MI DMA"
MI,OSCEOLA,"Traverse City - Cadillac, MI DMA"
MI,OSCODA,"Traverse City - Cadillac, MI DMA"
MI,OTSEGO,"Traverse City - Cadillac, MI DMA"
MI,OTTAWA,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,PRESQUE ISLE,"Traverse City - Cadillac, MI DMA"
MI,ROSCOMMON,"Traverse City - Cadillac, MI DMA"
MI,SAGINAW,"Flint - Saginaw - Bay City, MI DMA"
MI,ST CLAIR,"Detroit, MI DMA"
MI,ST JOSEPH,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,SANILAC,"Detroit, MI DMA"
MI,SCHOOLCRAFT,"Marquette, MI DMA"
MI,SHIAWASSEE,"Flint - Saginaw - Bay City, MI DMA"
MI,TUSCOLA,"Flint - Saginaw - Bay City, MI DMA"
MI,VAN BUREN,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
MI,WASHTENAW,"Detroit, MI DMA"
MI,WAYNE,"Detroit, MI DMA"
MI,WEXFORD,"Traverse City - Cadillac, MI DMA"
MN,AITKIN,"Duluth - Superior, MN - MI - WI DMA"
MN,ANOKA,"Minneapolis - St. Paul, MN - WI DMA"
MN,BECKER,"Fargo - Valley City, ND - MN DMA"
MN,BELTRAMI,"Minneapolis - St. Paul, MN - WI DMA"
MN,BENTON,"Minneapolis - St. Paul, MN - WI DMA"
MN,BIG STONE,"Minneapolis - St. Paul, MN - WI DMA"
MN,BLUE EARTH,"Mankato, MN - IA DMA"
MN,BROWN,"Mankato, MN - IA DMA"
MN,CARLTON,"Duluth - Superior, MN - MI - WI DMA"
MN,CARVER,"Minneapolis - St. Paul, MN - WI DMA"
MN,CASS,"Minneapolis - St. Paul, MN - WI DMA"
MN,CHIPPEWA,"Minneapolis - St. Paul, MN - WI DMA"
MN,CHISAGO,"Minneapolis - St. Paul, MN - WI DMA"
MN,CLAY,"Fargo - Valley City, ND - MN DMA"
MN,CLEARWATER,"Fargo - Valley City, ND - MN DMA"
MN,COOK,"Duluth - Superior, MN - MI - WI DMA"
MN,COTTONWOOD,"Minneapolis - St. Paul, MN - WI DMA"
MN,CROW WING,"Minneapolis - St. Paul, MN - WI DMA"
MN,DAKOTA,"Minneapolis - St. Paul, MN - WI DMA"
MN,DODGE,"Rochester - Mason City - Austin, MN - IA DMA"
MN,DOUGLAS,"Minneapolis - St. Paul, MN - WI DMA"
MN,FARIBAULT,"Minneapolis - St. Paul, MN - WI DMA"
MN,FILLMORE,"Rochester - Mason City - Austin, MN - IA DMA"
MN,FREEBORN,"Rochester - Mason City - Austin, MN - IA DMA"
MN,GOODHUE,"Minneapolis - St. Paul, MN - WI DMA"
MN,GRANT,"Minneapolis - St. Paul, MN - WI DMA"
MN,HENNEPIN,"Minneapolis - St. Paul, MN - WI DMA"
MN,HOUSTON,"LaCrosse - Eau Claire, WI - MN DMA"
MN,HUBBARD,"Minneapolis - St. Paul, MN - WI DMA"
MN,ISANTI,"Minneapolis - St. Paul, MN - WI DMA"
MN,ITASCA,"Duluth - Superior, MN - MI - WI DMA"
MN,JACKSON,"Minneapolis - St. Paul, MN - WI DMA"
MN,KANABEC,"Minneapolis - St. Paul, MN - WI DMA"
MN,KANDIYOHI,"Minneapolis - St. Paul, MN - WI DMA"
MN,KITTSON,"Fargo - Valley City, ND - MN DMA"
MN,KOOCHICHING,"Duluth - Superior, MN - MI - WI DMA"
MN,LAC QUI PARLE,"Minneapolis - St. Paul, MN - WI DMA"
MN,LAKE,"Duluth - Superior, MN - MI - WI DMA"
MN,LAKE OF WOODS,"Fargo - Valley City, ND - MN DMA"
MN,LE SUEUR,"Minneapolis - St. Paul, MN - WI DMA"
MN,LINCOLN,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
MN,LYON,"Minneapolis - St. Paul, MN - WI DMA"
MN,MCLEOD,"Minneapolis - St. Paul, MN - WI DMA"
MN,MAHNOMEN,"Fargo - Valley City, ND - MN DMA"
MN,MARSHALL,"Fargo - Valley City, ND - MN DMA"
MN,MARTIN,"Mankato, MN - IA DMA"
MN,MEEKER,"Minneapolis - St. Paul, MN - WI DMA"
MN,MILLE LACS,"Minneapolis - St. Paul, MN - WI DMA"
MN,MORRISON,"Minneapolis - St. Paul, MN - WI DMA"
MN,MOWER,"Rochester - Mason City - Austin, MN - IA DMA"
MN,MURRAY,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
MN,NICOLLET,"Minneapolis - St. Paul, MN - WI DMA"
MN,NOBLES,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
MN,NORMAN,"Fargo - Valley City, ND - MN DMA"
MN,OLMSTED,"Rochester - Mason City - Austin, MN - IA DMA"
MN,OTTER TAIL,"Fargo - Valley City, ND - MN DMA"
MN,PENNINGTON,"Fargo - Valley City, ND - MN DMA"
MN,PINE,"Minneapolis - St. Paul, MN - WI DMA"
MN,PIPESTONE,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
MN,POLK,"Fargo - Valley City, ND - MN DMA"
MN,POPE,"Minneapolis - St. Paul, MN - WI DMA"
MN,RAMSEY,"Minneapolis - St. Paul, MN - WI DMA"
MN,RED LAKE,"Fargo - Valley City, ND - MN DMA"
MN,REDWOOD,"Minneapolis - St. Paul, MN - WI DMA"
MN,RENVILLE,"Minneapolis - St. Paul, MN - WI DMA"
MN,RICE,"Minneapolis - St. Paul, MN - WI DMA"
MN,ROCK,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
MN,ROSEAU,"Fargo - Valley City, ND - MN DMA"
MN,ST LOUIS,"Duluth - Superior, MN - MI - WI DMA"
MN,SCOTT,"Minneapolis - St. Paul, MN - WI DMA"
MN,SHERBURNE,"Minneapolis - St. Paul, MN - WI DMA"
MN,SIBLEY,"Minneapolis - St. Paul, MN - WI DMA"
MN,STEARNS,"Minneapolis - St. Paul, MN - WI DMA"
MN,STEELE,"Minneapolis - St. Paul, MN - WI DMA"
MN,STEVENS,"Minneapolis - St. Paul, MN - WI DMA"
MN,SWIFT,"Minneapolis - St. Paul, MN - WI DMA"
MN,TODD,"Minneapolis - St. Paul, MN - WI DMA"
MN,TRAVERSE,"Minneapolis - St. Paul, MN - WI DMA"
MN,WABASHA,"Minneapolis - St. Paul, MN - WI DMA"
MN,WADENA,"Minneapolis - St. Paul, MN - WI DMA"
MN,WASECA,"Minneapolis - St. Paul, MN - WI DMA"
MN,WASHINGTON,"Minneapolis - St. Paul, MN - WI DMA"
MN,WATONWAN,"Mankato, MN - IA DMA"
MN,WILKIN,"Fargo - Valley City, ND - MN DMA"
MN,WINONA,"LaCrosse - Eau Claire, WI - MN DMA"
MN,WRIGHT,"Minneapolis - St. Paul, MN - WI DMA"
MN,YELLOW MEDICINE,"Minneapolis - St. Paul, MN - WI DMA"
MS,ADAMS,"Jackson, MS DMA"
MS,ALCORN,"Memphis, TN - AR- MS - MO DMA"
MS,AMITE,"Baton Rouge, LA - MS DMA"
MS,ATTALA,"Jackson, MS DMA"
MS,BENTON,"Memphis, TN - AR- MS - MO DMA"
MS,BOLIVAR,"Greenwood - Greenville, MS DMA"
MS,CALHOUN,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,CARROLL,"Greenwood - Greenville, MS DMA"
MS,CHICKASAW,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,CHOCTAW,"Columbus - Tupelo - West Point, MS - AL DMA"
MS,CLAIBORNE,"Jackson, MS DMA"
MS,CLARKE,"Meridian, MS - AL DMA"
MS,CLAY,"Columbus - Tupelo - West Point, MS - AL DMA"
